pcak,k,mode,opa,q,nms,nsel,prec,rec,nvis
16,6,l1,0.60,0.25,off,12285,0.5194,0.7471,6749
16,6,l1,0.60,0.25,0.9,10789,0.5123,0.7300,5930
16,6,l1,0.60,0.25,0.7,8634,0.4988,0.7020,4735
16,6,l1,0.60,0.40,off,9828,0.5175,0.6850,5439
16,6,l1,0.60,0.40,0.9,8767,0.5142,0.6715,4861
16,6,l1,0.60,0.40,0.7,7114,0.5008,0.6457,3926
16,6,l1,0.60,0.55,off,7371,0.5146,0.6025,4089
16,6,l1,0.60,0.55,0.9,6677,0.5122,0.5905,3714
16,6,l1,0.60,0.55,0.7,5543,0.5024,0.5664,3076
16,6,l1,0.60,0.65,off,5733,0.5109,0.5315,3196
16,6,l1,0.60,0.65,0.9,5260,0.5086,0.5225,2942
16,6,l1,0.60,0.65,0.7,4455,0.5016,0.5010,2496
16,6,l1,0.60,0.75,off,4095,0.5099,0.4582,2266
16,6,l1,0.60,0.75,0.9,3841,0.5079,0.4522,2133
16,6,l1,0.60,0.75,0.7,3359,0.5014,0.4371,1870
16,6,l1,0.70,0.25,off,9835,0.5355,0.6964,5403
16,6,l1,0.70,0.25,0.9,8755,0.5291,0.6824,4810
16,6,l1,0.70,0.25,0.7,7188,0.5164,0.6592,3930
16,6,l1,0.70,0.40,off,7868,0.5325,0.6372,4349
16,6,l1,0.70,0.40,0.9,7115,0.5292,0.6259,3940
16,6,l1,0.70,0.40,0.7,5936,0.5168,0.6026,3268
16,6,l1,0.70,0.55,off,5901,0.5281,0.5489,3266
16,6,l1,0.70,0.55,0.9,5411,0.5246,0.5401,3004
16,6,l1,0.70,0.55,0.7,4607,0.5157,0.5194,2545
16,6,l1,0.70,0.65,off,4590,0.5235,0.4807,2550
16,6,l1,0.70,0.65,0.9,4265,0.5214,0.4746,2377
16,6,l1,0.70,0.65,0.7,3710,0.5150,0.4578,2061
16,6,l1,0.70,0.75,off,3279,0.5250,0.4103,1815
16,6,l1,0.70,0.75,0.9,3103,0.5221,0.4060,1720
16,6,l1,0.70,0.75,0.7,2782,0.5178,0.3960,1545
16,6,l1,0.80,0.25,off,7674,0.5497,0.6218,4211
16,6,l1,0.80,0.25,0.9,6955,0.5443,0.6108,3830
16,6,l1,0.80,0.25,0.7,5815,0.5331,0.5929,3181
16,6,l1,0.80,0.40,off,6140,0.5431,0.5624,3381
16,6,l1,0.80,0.40,0.9,5634,0.5391,0.5530,3110
16,6,l1,0.80,0.40,0.7,4794,0.5273,0.5344,2630
16,6,l1,0.80,0.55,off,4605,0.5403,0.4771,2547
16,6,l1,0.80,0.55,0.9,4288,0.5382,0.4707,2382
16,6,l1,0.80,0.55,0.7,3720,0.5296,0.4549,2057
16,6,l1,0.80,0.65,off,3582,0.5392,0.4097,1985
16,6,l1,0.80,0.65,0.9,3371,0.5351,0.4046,1876
16,6,l1,0.80,0.65,0.7,2979,0.5295,0.3904,1653
16,6,l1,0.80,0.75,off,2558,0.5390,0.3484,1418
16,6,l1,0.80,0.75,0.9,2444,0.5360,0.3449,1356
16,6,l1,0.80,0.75,0.7,2209,0.5324,0.3380,1227
16,8,crease,0.10,0.25,off,42663,0.4187,0.9479,23852
16,8,crease,0.10,0.25,0.9,29198,0.4184,0.9228,16333
16,8,crease,0.10,0.25,0.7,15935,0.4142,0.8583,8851
16,8,crease,0.10,0.40,off,34130,0.4405,0.8934,19315
16,8,crease,0.10,0.40,0.9,24599,0.4393,0.8704,13928
16,8,crease,0.10,0.40,0.7,14148,0.4346,0.8159,7917
16,8,crease,0.10,0.55,off,25598,0.4464,0.8340,14631
16,8,crease,0.10,0.55,0.9,19381,0.4460,0.8077,11085
16,8,crease,0.10,0.55,0.7,11996,0.4438,0.7566,6787
16,8,crease,0.10,0.65,off,19910,0.4454,0.7894,11431
16,8,crease,0.10,0.65,0.9,15672,0.4457,0.7627,9000
16,8,crease,0.10,0.65,0.7,10270,0.4452,0.7156,5836
16,8,crease,0.10,0.75,off,14221,0.4482,0.7178,8156
16,8,crease,0.10,0.75,0.9,11712,0.4498,0.6979,6713
16,8,crease,0.10,0.75,0.7,8225,0.4504,0.6590,4692
16,8,crease,0.30,0.25,off,23979,0.4605,0.8776,13205
16,8,crease,0.30,0.25,0.9,18759,0.4527,0.8568,10362
16,8,crease,0.30,0.25,0.7,12258,0.4391,0.7986,6760
16,8,crease,0.30,0.40,off,19184,0.4693,0.8302,10664
16,8,crease,0.30,0.40,0.9,15527,0.4632,0.8108,8660
16,8,crease,0.30,0.40,0.7,10593,0.4501,0.7575,5904
16,8,crease,0.30,0.55,off,14388,0.4732,0.7633,8061
16,8,crease,0.30,0.55,0.9,12059,0.4691,0.7427,6777
16,8,crease,0.30,0.55,0.7,8718,0.4606,0.6951,4888
16,8,crease,0.30,0.65,off,11191,0.4705,0.7091,6279
16,8,crease,0.30,0.65,0.9,9618,0.4682,0.6890,5414
16,8,crease,0.30,0.65,0.7,7244,0.4605,0.6441,4064
16,8,crease,0.30,0.75,off,7993,0.4700,0.6330,4480
16,8,crease,0.30,0.75,0.9,7070,0.4679,0.6171,3969
16,8,crease,0.30,0.75,0.7,5604,0.4636,0.5853,3147
16,8,crease,0.50,0.25,off,15342,0.4961,0.7929,8408
16,8,crease,0.50,0.25,0.9,12807,0.4853,0.7735,7043
16,8,crease,0.50,0.25,0.7,9248,0.4657,0.7293,5093
16,8,crease,0.50,0.40,off,12273,0.4993,0.7375,6801
16,8,crease,0.50,0.40,0.9,10469,0.4916,0.7209,5821
16,8,crease,0.50,0.40,0.7,7827,0.4732,0.6776,4372
16,8,crease,0.50,0.55,off,9205,0.4991,0.6655,5121
16,8,crease,0.50,0.55,0.9,8095,0.4940,0.6461,4519
16,8,crease,0.50,0.55,0.7,6315,0.4810,0.6113,3531
16,8,crease,0.50,0.65,off,7160,0.4970,0.5994,3991
16,8,crease,0.50,0.65,0.9,6415,0.4938,0.5856,3590
16,8,crease,0.50,0.65,0.7,5177,0.4828,0.5555,2909
16,8,crease,0.50,0.75,off,5114,0.4907,0.5184,2831
16,8,crease,0.50,0.75,0.9,4696,0.4874,0.5101,2609
16,8,crease,0.50,0.75,0.7,3957,0.4832,0.4893,2216
16,8,crease,0.60,0.25,off,12285,0.5159,0.7518,6729
16,8,crease,0.60,0.25,0.9,10488,0.5073,0.7341,5770
16,8,crease,0.60,0.25,0.7,7878,0.4864,0.6921,4327
16,8,crease,0.60,0.40,off,9828,0.5165,0.6887,5439
16,8,crease,0.60,0.40,0.9,8550,0.5107,0.6733,4751
16,8,crease,0.60,0.40,0.7,6637,0.4912,0.6332,3683
16,8,crease,0.60,0.55,off,7371,0.5143,0.6088,4106
16,8,crease,0.60,0.55,0.9,6595,0.5110,0.5958,3685
16,8,crease,0.60,0.55,0.7,5294,0.4973,0.5627,2953
16,8,crease,0.60,0.65,off,5733,0.5116,0.5406,3182
16,8,crease,0.60,0.65,0.9,5218,0.5090,0.5299,2906
16,8,crease,0.60,0.65,0.7,4308,0.4986,0.4997,2402
16,8,crease,0.60,0.75,off,4095,0.5056,0.4648,2251
16,8,crease,0.60,0.75,0.9,3807,0.5020,0.4560,2101
16,8,crease,0.60,0.75,0.7,3290,0.4979,0.4373,1819
16,8,crease,0.70,0.25,off,9835,0.5315,0.7034,5372
16,8,crease,0.70,0.25,0.9,8533,0.5240,0.6879,4673
16,8,crease,0.70,0.25,0.7,6617,0.5042,0.6492,3606
16,8,crease,0.70,0.40,off,7868,0.5324,0.6370,4334
16,8,crease,0.70,0.40,0.9,6974,0.5256,0.6257,3856
16,8,crease,0.70,0.40,0.7,5591,0.5083,0.5888,3074
16,8,crease,0.70,0.55,off,5901,0.5311,0.5487,3267
16,8,crease,0.70,0.55,0.9,5334,0.5270,0.5390,2963
16,8,crease,0.70,0.55,0.7,4416,0.5129,0.5108,2439
16,8,crease,0.70,0.65,off,4590,0.5238,0.4919,2537
16,8,crease,0.70,0.65,0.9,4228,0.5210,0.4855,2345
16,8,crease,0.70,0.65,0.7,3609,0.5126,0.4617,2001
16,8,crease,0.70,0.75,off,3279,0.5198,0.4126,1792
16,8,crease,0.70,0.75,0.9,3076,0.5166,0.4058,1687
16,8,crease,0.70,0.75,0.7,2730,0.5094,0.3893,1493
16,8,crease,0.80,0.25,off,7674,0.5472,0.6309,4184
16,8,crease,0.80,0.25,0.9,6761,0.5421,0.6163,3703
16,8,crease,0.80,0.25,0.7,5381,0.5230,0.5850,2937
16,8,crease,0.80,0.40,off,6140,0.5456,0.5656,3379
16,8,crease,0.80,0.40,0.9,5514,0.5409,0.5541,3045
16,8,crease,0.80,0.40,0.7,4525,0.5247,0.5289,2491
16,8,crease,0.80,0.55,off,4605,0.5399,0.4793,2546
16,8,crease,0.80,0.55,0.9,4224,0.5379,0.4702,2344
16,8,crease,0.80,0.55,0.7,3571,0.5248,0.4490,1975
16,8,crease,0.80,0.65,off,3582,0.5348,0.4243,1978
16,8,crease,0.80,0.65,0.9,3346,0.5316,0.4191,1850
16,8,crease,0.80,0.65,0.7,2925,0.5263,0.4031,1622
16,8,crease,0.80,0.75,off,2558,0.5330,0.3505,1389
16,8,crease,0.80,0.75,0.9,2424,0.5282,0.3443,1319
16,8,crease,0.80,0.75,0.7,2186,0.5227,0.3325,1185
16,8,l1,0.10,0.25,off,42663,0.4240,0.9450,23864
16,8,l1,0.10,0.25,0.9,29166,0.4238,0.9189,16300
16,8,l1,0.10,0.25,0.7,15701,0.4176,0.8501,8727
16,8,l1,0.10,0.40,off,34130,0.4481,0.8849,19355
16,8,l1,0.10,0.40,0.9,24447,0.4466,0.8629,13841
16,8,l1,0.10,0.40,0.7,13714,0.4394,0.8035,7706
16,8,l1,0.10,0.55,off,25598,0.4521,0.8208,14713
16,8,l1,0.10,0.55,0.9,19031,0.4532,0.7961,10914
16,8,l1,0.10,0.55,0.7,11358,0.4470,0.7374,6472
16,8,l1,0.10,0.65,off,19910,0.4544,0.7619,11478
16,8,l1,0.10,0.65,0.9,15246,0.4557,0.7393,8769
16,8,l1,0.10,0.65,0.7,9566,0.4510,0.6809,5466
16,8,l1,0.10,0.75,off,14221,0.4505,0.6870,8190
16,8,l1,0.10,0.75,0.9,11383,0.4521,0.6674,6539
16,8,l1,0.10,0.75,0.7,7721,0.4468,0.6190,4417
16,8,l1,0.30,0.25,off,23979,0.4648,0.8740,13208
16,8,l1,0.30,0.25,0.9,18763,0.4556,0.8543,10365
16,8,l1,0.30,0.25,0.7,12137,0.4400,0.7917,6687
16,8,l1,0.30,0.40,off,19184,0.4755,0.8153,10747
16,8,l1,0.30,0.40,0.9,15411,0.4687,0.7977,8660
16,8,l1,0.30,0.40,0.7,10314,0.4546,0.7399,5777
16,8,l1,0.30,0.55,off,14388,0.4754,0.7438,8119
16,8,l1,0.30,0.55,0.9,11845,0.4706,0.7245,6695
16,8,l1,0.30,0.55,0.7,8309,0.4613,0.6704,4688
16,8,l1,0.30,0.65,off,11191,0.4743,0.6732,6324
16,8,l1,0.30,0.65,0.9,9433,0.4724,0.6597,5335
16,8,l1,0.30,0.65,0.7,6873,0.4633,0.6097,3884
16,8,l1,0.30,0.75,off,7993,0.4718,0.5936,4494
16,8,l1,0.30,0.75,0.9,6932,0.4695,0.5794,3901
16,8,l1,0.30,0.75,0.7,5358,0.4615,0.5419,3017
16,8,l1,0.50,0.25,off,15342,0.5002,0.7892,8443
16,8,l1,0.50,0.25,0.9,12793,0.4882,0.7700,7060
16,8,l1,0.50,0.25,0.7,9150,0.4683,0.7246,5045
16,8,l1,0.50,0.40,off,12273,0.5028,0.7258,6837
16,8,l1,0.50,0.40,0.9,10385,0.4941,0.7076,5797
16,8,l1,0.50,0.40,0.7,7657,0.4759,0.6647,4280
16,8,l1,0.50,0.55,off,9205,0.5029,0.6461,5176
16,8,l1,0.50,0.55,0.9,7947,0.4962,0.6310,4478
16,8,l1,0.50,0.55,0.7,6052,0.4805,0.5920,3427
16,8,l1,0.50,0.65,off,7160,0.4978,0.5840,4008
16,8,l1,0.50,0.65,0.9,6287,0.4927,0.5725,3530
16,8,l1,0.50,0.65,0.7,4956,0.4798,0.5381,2802
16,8,l1,0.50,0.75,off,5114,0.4907,0.5062,2840
16,8,l1,0.50,0.75,0.9,4607,0.4889,0.4983,2574
16,8,l1,0.50,0.75,0.7,3799,0.4798,0.4717,2131
16,8,l1,0.60,0.25,off,12285,0.5184,0.7467,6754
16,8,l1,0.60,0.25,0.9,10450,0.5089,0.7286,5767
16,8,l1,0.60,0.25,0.7,7771,0.4872,0.6837,4280
16,8,l1,0.60,0.40,off,9828,0.5173,0.6740,5483
16,8,l1,0.60,0.40,0.9,8477,0.5111,0.6576,4736
16,8,l1,0.60,0.40,0.7,6484,0.4925,0.6186,3625
16,8,l1,0.60,0.55,off,7371,0.5161,0.5831,4133
16,8,l1,0.60,0.55,0.9,6490,0.5117,0.5731,3646
16,8,l1,0.60,0.55,0.7,5105,0.4957,0.5397,2874
16,8,l1,0.60,0.65,off,5733,0.5076,0.5242,3205
16,8,l1,0.60,0.65,0.9,5129,0.5041,0.5141,2876
16,8,l1,0.60,0.65,0.7,4169,0.4914,0.4878,2346
16,8,l1,0.60,0.75,off,4095,0.5044,0.4515,2270
16,8,l1,0.60,0.75,0.9,3745,0.5024,0.4449,2087
16,8,l1,0.60,0.75,0.7,3181,0.4937,0.4255,1770
16,8,l1,0.70,0.25,off,9835,0.5337,0.6915,5409
16,8,l1,0.70,0.25,0.9,8503,0.5251,0.6752,4683
16,8,l1,0.70,0.25,0.7,6551,0.5051,0.6336,3592
16,8,l1,0.70,0.40,off,7868,0.5294,0.6197,4363
16,8,l1,0.70,0.40,0.9,6907,0.5233,0.6072,3825
16,8,l1,0.70,0.40,0.7,5457,0.5056,0.5726,3016
16,8,l1,0.70,0.55,off,5901,0.5302,0.5298,3290
16,8,l1,0.70,0.55,0.9,5261,0.5253,0.5206,2933
16,8,l1,0.70,0.55,0.7,4262,0.5108,0.4910,2376
16,8,l1,0.70,0.65,off,4590,0.5220,0.4691,2553
16,8,l1,0.70,0.65,0.9,4155,0.5193,0.4591,2317
16,8,l1,0.70,0.65,0.7,3466,0.5046,0.4349,1928
16,8,l1,0.70,0.75,off,3279,0.5171,0.3995,1807
16,8,l1,0.70,0.75,0.9,3031,0.5137,0.3929,1677
16,8,l1,0.70,0.75,0.7,2630,0.5018,0.3766,1452
16,8,l1,0.80,0.25,off,7674,0.5484,0.6207,4226
16,8,l1,0.80,0.25,0.9,6728,0.5398,0.6070,3714
16,8,l1,0.80,0.25,0.7,5317,0.5215,0.5733,2921
16,8,l1,0.80,0.40,off,6140,0.5426,0.5456,3417
16,8,l1,0.80,0.40,0.9,5462,0.5363,0.5336,3038
16,8,l1,0.80,0.40,0.7,4418,0.5191,0.5043,2448
16,8,l1,0.80,0.55,off,4605,0.5427,0.4619,2559
16,8,l1,0.80,0.55,0.9,4163,0.5377,0.4526,2315
16,8,l1,0.80,0.55,0.7,3446,0.5241,0.4265,1920
16,8,l1,0.80,0.65,off,3582,0.5333,0.4076,1980
16,8,l1,0.80,0.65,0.9,3282,0.5294,0.3993,1817
16,8,l1,0.80,0.65,0.7,2804,0.5164,0.3782,1554
16,8,l1,0.80,0.75,off,2558,0.5309,0.3453,1402
16,8,l1,0.80,0.75,0.9,2381,0.5270,0.3394,1310
16,8,l1,0.80,0.75,0.7,2105,0.5160,0.3251,1158
24,4,crease,0.10,0.25,off,42663,0.4164,0.9488,23902
24,4,crease,0.10,0.25,0.9,34477,0.4167,0.9359,19302
24,4,crease,0.10,0.25,0.7,23639,0.4112,0.9041,13198
24,4,crease,0.10,0.40,off,34130,0.4434,0.9090,19355
24,4,crease,0.10,0.40,0.9,28215,0.4431,0.8948,15994
24,4,crease,0.10,0.40,0.7,19835,0.4406,0.8618,11207
24,4,crease,0.10,0.55,off,25598,0.4504,0.8407,14711
24,4,crease,0.10,0.55,0.9,21715,0.4513,0.8269,12475
24,4,crease,0.10,0.55,0.7,15866,0.4502,0.7977,9091
24,4,crease,0.10,0.65,off,19910,0.4500,0.7801,11549
24,4,crease,0.10,0.65,0.9,17219,0.4514,0.7701,9984
24,4,crease,0.10,0.65,0.7,12917,0.4498,0.7373,7462
24,4,crease,0.10,0.75,off,14221,0.4520,0.6840,8316
24,4,crease,0.10,0.75,0.9,12575,0.4541,0.6750,7339
24,4,crease,0.10,0.75,0.7,9790,0.4521,0.6465,5699
24,4,crease,0.30,0.25,off,23979,0.4617,0.8896,13219
24,4,crease,0.30,0.25,0.9,20916,0.4563,0.8743,11545
24,4,crease,0.30,0.25,0.7,16316,0.4475,0.8496,9015
24,4,crease,0.30,0.40,off,19184,0.4767,0.8294,10719
24,4,crease,0.30,0.40,0.9,16946,0.4729,0.8137,9476
24,4,crease,0.30,0.40,0.7,13463,0.4668,0.7921,7527
24,4,crease,0.30,0.55,off,14388,0.4745,0.7525,8130
24,4,crease,0.30,0.55,0.9,12944,0.4729,0.7409,7317
24,4,crease,0.30,0.55,0.7,10538,0.4677,0.7190,5949
24,4,crease,0.30,0.65,off,11191,0.4745,0.6824,6414
24,4,crease,0.30,0.65,0.9,10190,0.4735,0.6723,5827
24,4,crease,0.30,0.65,0.7,8435,0.4687,0.6503,4816
24,4,crease,0.30,0.75,off,7993,0.4757,0.5899,4610
24,4,crease,0.30,0.75,0.9,7390,0.4743,0.5827,4247
24,4,crease,0.30,0.75,0.7,6273,0.4684,0.5650,3598
24,4,crease,0.50,0.25,off,15342,0.4999,0.8031,8442
24,4,crease,0.50,0.25,0.9,13848,0.4947,0.7941,7625
24,4,crease,0.50,0.25,0.7,11464,0.4859,0.7762,6324
24,4,crease,0.50,0.40,off,12273,0.5052,0.7449,6848
24,4,crease,0.50,0.40,0.9,11216,0.5004,0.7356,6261
24,4,crease,0.50,0.40,0.7,9438,0.4936,0.7178,5276
24,4,crease,0.50,0.55,off,9205,0.5014,0.6566,5218
24,4,crease,0.50,0.55,0.9,8526,0.4989,0.6491,4832
24,4,crease,0.50,0.55,0.7,7308,0.4912,0.6324,4141
24,4,crease,0.50,0.65,off,7160,0.5024,0.5751,4082
24,4,crease,0.50,0.65,0.9,6683,0.5001,0.5661,3800
24,4,crease,0.50,0.65,0.7,5809,0.4949,0.5516,3300
24,4,crease,0.50,0.75,off,5114,0.5052,0.4982,2922
24,4,crease,0.50,0.75,0.9,4836,0.5043,0.4944,2758
24,4,crease,0.50,0.75,0.7,4266,0.4977,0.4798,2423
24,4,crease,0.60,0.25,off,12285,0.5202,0.7520,6768
24,4,crease,0.60,0.25,0.9,11222,0.5150,0.7431,6185
24,4,crease,0.60,0.25,0.7,9482,0.5054,0.7259,5229
24,4,crease,0.60,0.40,off,9828,0.5201,0.6875,5498
24,4,crease,0.60,0.40,0.9,9077,0.5159,0.6789,5077
24,4,crease,0.60,0.40,0.7,7786,0.5060,0.6611,4360
24,4,crease,0.60,0.55,off,7371,0.5140,0.5967,4182
24,4,crease,0.60,0.55,0.9,6880,0.5106,0.5889,3900
24,4,crease,0.60,0.55,0.7,5994,0.4998,0.5746,3398
24,4,crease,0.60,0.65,off,5733,0.5170,0.5233,3273
24,4,crease,0.60,0.65,0.9,5399,0.5161,0.5162,3074
24,4,crease,0.60,0.65,0.7,4772,0.5078,0.5034,2707
24,4,crease,0.60,0.75,off,4095,0.5194,0.4417,2347
24,4,crease,0.60,0.75,0.9,3906,0.5172,0.4379,2227
24,4,crease,0.60,0.75,0.7,3494,0.5071,0.4250,1983
24,4,crease,0.70,0.25,off,9835,0.5345,0.6991,5414
24,4,crease,0.70,0.25,0.9,9075,0.5302,0.6896,4993
24,4,crease,0.70,0.25,0.7,7847,0.5208,0.6740,4315
24,4,crease,0.70,0.40,off,7868,0.5330,0.6306,4409
24,4,crease,0.70,0.40,0.9,7326,0.5297,0.6212,4101
24,4,crease,0.70,0.40,0.7,6426,0.5202,0.6076,3595
24,4,crease,0.70,0.55,off,5901,0.5292,0.5462,3353
24,4,crease,0.70,0.55,0.9,5553,0.5264,0.5391,3146
24,4,crease,0.70,0.55,0.7,4935,0.5153,0.5248,2794
24,4,crease,0.70,0.65,off,4590,0.5325,0.4717,2618
24,4,crease,0.70,0.65,0.9,4355,0.5311,0.4662,2478
24,4,crease,0.70,0.65,0.7,3923,0.5203,0.4541,2222
24,4,crease,0.70,0.75,off,3279,0.5335,0.3956,1871
24,4,crease,0.70,0.75,0.9,3151,0.5314,0.3925,1791
24,4,crease,0.70,0.75,0.7,2871,0.5218,0.3805,1622
24,4,crease,0.80,0.25,off,7674,0.5512,0.6341,4225
24,4,crease,0.80,0.25,0.9,7144,0.5476,0.6287,3936
24,4,crease,0.80,0.25,0.7,6275,0.5394,0.6178,3456
24,4,crease,0.80,0.40,off,6140,0.5501,0.5609,3445
24,4,crease,0.80,0.40,0.9,5760,0.5473,0.5558,3236
24,4,crease,0.80,0.40,0.7,5127,0.5374,0.5456,2880
24,4,crease,0.80,0.55,off,4605,0.5459,0.4796,2623
24,4,crease,0.80,0.55,0.9,4365,0.5431,0.4754,2484
24,4,crease,0.80,0.55,0.7,3919,0.5311,0.4640,2228
24,4,crease,0.80,0.65,off,3582,0.5441,0.4114,2049
24,4,crease,0.80,0.65,0.9,3422,0.5428,0.4082,1954
24,4,crease,0.80,0.65,0.7,3109,0.5307,0.3978,1767
24,4,crease,0.80,0.75,off,2558,0.5461,0.3468,1470
24,4,crease,0.80,0.75,0.9,2463,0.5449,0.3446,1410
24,4,crease,0.80,0.75,0.7,2269,0.5348,0.3354,1290
24,4,l1,0.10,0.25,off,42663,0.4193,0.9493,23913
24,4,l1,0.10,0.25,0.9,34425,0.4207,0.9375,19261
24,4,l1,0.10,0.25,0.7,23482,0.4170,0.9029,13125
24,4,l1,0.10,0.40,off,34130,0.4452,0.9071,19391
24,4,l1,0.10,0.40,0.9,28180,0.4453,0.8930,15992
24,4,l1,0.10,0.40,0.7,19711,0.4440,0.8581,11161
24,4,l1,0.10,0.55,off,25598,0.4509,0.8326,14718
24,4,l1,0.10,0.55,0.9,21656,0.4517,0.8177,12445
24,4,l1,0.10,0.55,0.7,15700,0.4517,0.7851,9001
24,4,l1,0.10,0.65,off,19910,0.4500,0.7674,11548
24,4,l1,0.10,0.65,0.9,17148,0.4509,0.7556,9941
24,4,l1,0.10,0.65,0.7,12751,0.4511,0.7208,7379
24,4,l1,0.10,0.75,off,14221,0.4525,0.6734,8291
24,4,l1,0.10,0.75,0.9,12519,0.4547,0.6636,7280
24,4,l1,0.10,0.75,0.7,9634,0.4569,0.6365,5604
24,4,l1,0.30,0.25,off,23979,0.4638,0.8861,13232
24,4,l1,0.30,0.25,0.9,20881,0.4598,0.8718,11521
24,4,l1,0.30,0.25,0.7,16260,0.4525,0.8459,8971
24,4,l1,0.30,0.40,off,19184,0.4778,0.8252,10738
24,4,l1,0.30,0.40,0.9,16941,0.4751,0.8127,9480
24,4,l1,0.30,0.40,0.7,13453,0.4691,0.7910,7525
24,4,l1,0.30,0.55,off,14388,0.4761,0.7462,8158
24,4,l1,0.30,0.55,0.9,12928,0.4747,0.7350,7331
24,4,l1,0.30,0.55,0.7,10483,0.4700,0.7130,5934
24,4,l1,0.30,0.65,off,11191,0.4755,0.6716,6419
24,4,l1,0.30,0.65,0.9,10160,0.4734,0.6615,5811
24,4,l1,0.30,0.65,0.7,8350,0.4708,0.6388,4768
24,4,l1,0.30,0.75,off,7993,0.4743,0.5812,4589
24,4,l1,0.30,0.75,0.9,7344,0.4718,0.5722,4201
24,4,l1,0.30,0.75,0.7,6199,0.4702,0.5544,3543
24,4,l1,0.50,0.25,off,15342,0.5010,0.8020,8453
24,4,l1,0.50,0.25,0.9,13828,0.4963,0.7931,7621
24,4,l1,0.50,0.25,0.7,11470,0.4888,0.7770,6340
24,4,l1,0.50,0.40,off,12273,0.5040,0.7430,6858
24,4,l1,0.50,0.40,0.9,11196,0.4999,0.7343,6252
24,4,l1,0.50,0.40,0.7,9418,0.4946,0.7162,5278
24,4,l1,0.50,0.55,off,9205,0.5021,0.6507,5219
24,4,l1,0.50,0.55,0.9,8495,0.4990,0.6423,4807
24,4,l1,0.50,0.55,0.7,7267,0.4925,0.6254,4118
24,4,l1,0.50,0.65,off,7160,0.5040,0.5690,4082
24,4,l1,0.50,0.65,0.9,6669,0.5018,0.5606,3795
24,4,l1,0.50,0.65,0.7,5794,0.4971,0.5455,3293
24,4,l1,0.50,0.75,off,5114,0.5073,0.4859,2926
24,4,l1,0.50,0.75,0.9,4805,0.5048,0.4795,2738
24,4,l1,0.50,0.75,0.7,4255,0.5023,0.4670,2414
24,4,l1,0.60,0.25,off,12285,0.5205,0.7489,6769
24,4,l1,0.60,0.25,0.9,11202,0.5162,0.7397,6172
24,4,l1,0.60,0.25,0.7,9487,0.5073,0.7226,5236
24,4,l1,0.60,0.40,off,9828,0.5184,0.6820,5500
24,4,l1,0.60,0.40,0.9,9043,0.5144,0.6738,5057
24,4,l1,0.60,0.40,0.7,7752,0.5070,0.6570,4346
24,4,l1,0.60,0.55,off,7371,0.5185,0.5891,4190
24,4,l1,0.60,0.55,0.9,6860,0.5150,0.5804,3887
24,4,l1,0.60,0.55,0.7,5964,0.5065,0.5666,3386
24,4,l1,0.60,0.65,off,5733,0.5163,0.5153,3269
24,4,l1,0.60,0.65,0.9,5377,0.5143,0.5067,3057
24,4,l1,0.60,0.65,0.7,4761,0.5074,0.4951,2701
24,4,l1,0.60,0.75,off,4095,0.5191,0.4347,2351
24,4,l1,0.60,0.75,0.9,3876,0.5179,0.4306,2218
24,4,l1,0.60,0.75,0.7,3489,0.5119,0.4191,1988
24,4,l1,0.70,0.25,off,9835,0.5354,0.6984,5435
24,4,l1,0.70,0.25,0.9,9060,0.5314,0.6901,5000
24,4,l1,0.70,0.25,0.7,7847,0.5232,0.6744,4332
24,4,l1,0.70,0.40,off,7868,0.5322,0.6231,4415
24,4,l1,0.70,0.40,0.9,7310,0.5296,0.6156,4096
24,4,l1,0.70,0.40,0.7,6426,0.5232,0.6042,3599
24,4,l1,0.70,0.55,off,5901,0.5338,0.5367,3358
24,4,l1,0.70,0.55,0.9,5539,0.5313,0.5290,3139
24,4,l1,0.70,0.55,0.7,4920,0.5225,0.5167,2784
24,4,l1,0.70,0.65,off,4590,0.5307,0.4662,2614
24,4,l1,0.70,0.65,0.9,4329,0.5292,0.4583,2458
24,4,l1,0.70,0.65,0.7,3899,0.5210,0.4480,2207
24,4,l1,0.70,0.75,off,3279,0.5336,0.3904,1886
24,4,l1,0.70,0.75,0.9,3122,0.5324,0.3859,1789
24,4,l1,0.70,0.75,0.7,2848,0.5271,0.3754,1620
24,4,l1,0.80,0.25,off,7674,0.5507,0.6284,4244
24,4,l1,0.80,0.25,0.9,7130,0.5481,0.6231,3940
24,4,l1,0.80,0.25,0.7,6286,0.5402,0.6132,3475
24,4,l1,0.80,0.40,off,6140,0.5478,0.5531,3457
24,4,l1,0.80,0.40,0.9,5739,0.5452,0.5480,3232
24,4,l1,0.80,0.40,0.7,5124,0.5369,0.5393,2884
24,4,l1,0.80,0.55,off,4605,0.5489,0.4698,2625
24,4,l1,0.80,0.55,0.9,4342,0.5460,0.4639,2469
24,4,l1,0.80,0.55,0.7,3909,0.5367,0.4532,2217
24,4,l1,0.80,0.65,off,3582,0.5441,0.4118,2048
24,4,l1,0.80,0.65,0.9,3396,0.5424,0.4059,1937
24,4,l1,0.80,0.65,0.7,3098,0.5339,0.3967,1758
24,4,l1,0.80,0.75,off,2558,0.5454,0.3410,1473
24,4,l1,0.80,0.75,0.9,2444,0.5458,0.3380,1401
24,4,l1,0.80,0.75,0.7,2252,0.5391,0.3306,1279
24,5,crease,0.10,0.25,off,42663,0.4198,0.9488,23910
